ym,zone_id,model_id,model_year,trim_id,engine,drivetrain,color,bp_retail_qty,bp_wholesale_qty,bp_op_profit_usd
2024-03,west,TRN,2024,TRN-CO,3.5 가솔린,AWD,스노우 화이트,184,188,345809
2024-03,west,TRN,2024,TRN-CO,3.5 가솔린,AWD,미드나잇 블랙,146,149,273765
2024-03,west,TRN,2024,TRN-CO,3.5 가솔린,AWD,스틸 그레이,123,125,230539
2024-03,west,TRN,2024,TRN-CO,3.5 가솔린,AWD,실버,100,102,187313
2024-03,west,TRN,2024,TRN-CO,3.5 가솔린,AWD,오션 블루,77,78,144087
2024-03,west,TRN,2024,TRN-CO,3.5 가솔린,AWD,선셋 레드,61,63,115270
2024-03,west,TRN,2024,TRN-CO,3.5 가솔린,AWD,포레스트 그린,38,39,72043
2024-03,west,TRN,2024,TRN-CO,3.5 가솔린,AWD,샌드 베이지,38,39,72043
2024-03,west,TRN,2024,TRN-CO,3.5 가솔린,FWD,스노우 화이트,61,63,115270
2024-03,west,TRN,2024,TRN-CO,3.5 가솔린,FWD,미드나잇 블랙,49,50,91255
2024-03,west,TRN,2024,TRN-CO,3.5 가솔린,FWD,스틸 그레이,41,42,76846
2024-03,west,TRN,2024,TRN-CO,3.5 가솔린,FWD,실버,33,34,62438
2024-03,west,TRN,2024,TRN-CO,3.5 가솔린,FWD,오션 블루,26,26,48029
2024-03,west,TRN,2024,TRN-CO,3.5 가솔린,FWD,선셋 레드,20,21,38423
2024-03,west,TRN,2024,TRN-CO,3.5 가솔린,FWD,포레스트 그린,13,13,24014
2024-03,west,TRN,2024,TRN-CO,3.5 가솔린,FWD,샌드 베이지,13,13,24014
2024-03,west,TRN,2024,TRN-CO,2.5T 하이브리드,AWD,스노우 화이트,85,87,159759
2024-03,west,TRN,2024,TRN-CO,2.5T 하이브리드,AWD,미드나잇 블랙,67,69,126476
2024-03,west,TRN,2024,TRN-CO,2.5T 하이브리드,AWD,스틸 그레이,57,58,106506
2024-03,west,TRN,2024,TRN-CO,2.5T 하이브리드,AWD,실버,46,47,86536
2024-03,west,TRN,2024,TRN-CO,2.5T 하이브리드,AWD,오션 블루,35,36,66566
2024-03,west,TRN,2024,TRN-CO,2.5T 하이브리드,AWD,선셋 레드,28,29,53253
2024-03,west,TRN,2024,TRN-CO,2.5T 하이브리드,AWD,포레스트 그린,18,18,33283
2024-03,west,TRN,2024,TRN-CO,2.5T 하이브리드,AWD,샌드 베이지,18,18,33283
2024-03,west,TRN,2024,TRN-CO,2.5T 하이브리드,FWD,스노우 화이트,28,29,53253
2024-03,west,TRN,2024,TRN-CO,2.5T 하이브리드,FWD,미드나잇 블랙,22,23,42159
2024-03,west,TRN,2024,TRN-CO,2.5T 하이브리드,FWD,스틸 그레이,19,19,35502
2024-03,west,TRN,2024,TRN-CO,2.5T 하이브리드,FWD,실버,15,16,28845
2024-03,west,TRN,2024,TRN-CO,2.5T 하이브리드,FWD,오션 블루,12,12,22189
2024-03,west,TRN,2024,TRN-CO,2.5T 하이브리드,FWD,선셋 레드,9,10,17751
2024-03,west,TRN,2024,TRN-CO,2.5T 하이브리드,FWD,포레스트 그린,6,6,11094
2024-03,west,TRN,2024,TRN-CO,2.5T 하이브리드,FWD,샌드 베이지,6,6,11094
2024-03,west,TRN,2024,TRN-PR,3.5 가솔린,AWD,스노우 화이트,213,217,480766
2024-03,west,TRN,2024,TRN-PR,3.5 가솔린,AWD,미드나잇 블랙,169,172,380606
2024-03,west,TRN,2024,TRN-PR,3.5 가솔린,AWD,스틸 그레이,142,145,320511
2024-03,west,TRN,2024,TRN-PR,3.5 가솔린,AWD,실버,115,118,260415
2024-03,west,TRN,2024,TRN-PR,3.5 가솔린,AWD,오션 블루,89,91,200319
2024-03,west,TRN,2024,TRN-PR,3.5 가솔린,AWD,선셋 레드,71,72,160255
2024-03,west,TRN,2024,TRN-PR,3.5 가솔린,AWD,포레스트 그린,44,45,100160
2024-03,west,TRN,2024,TRN-PR,3.5 가솔린,AWD,샌드 베이지,44,45,100160
2024-03,west,TRN,2024,TRN-PR,3.5 가솔린,FWD,스노우 화이트,71,72,160255
2024-03,west,TRN,2024,TRN-PR,3.5 가솔린,FWD,미드나잇 블랙,56,57,126869
2024-03,west,TRN,2024,TRN-PR,3.5 가솔린,FWD,스틸 그레이,47,48,106837
2024-03,west,TRN,2024,TRN-PR,3.5 가솔린,FWD,실버,38,39,86805
2024-03,west,TRN,2024,TRN-PR,3.5 가솔린,FWD,오션 블루,30,30,66773
2024-03,west,TRN,2024,TRN-PR,3.5 가솔린,FWD,선셋 레드,24,24,53418
2024-03,west,TRN,2024,TRN-PR,3.5 가솔린,FWD,포레스트 그린,15,15,33387
2024-03,west,TRN,2024,TRN-PR,3.5 가솔린,FWD,샌드 베이지,15,15,33387
