ym,zone_id,model_id,model_year,trim_id,engine,drivetrain,color,bp_retail_qty,bp_wholesale_qty,bp_op_profit_usd
2026-09,west,TRN,2026,TRN-CO,3.5 가솔린,AWD,스노우 화이트,70,72,134972
2026-09,west,TRN,2026,TRN-CO,3.5 가솔린,AWD,미드나잇 블랙,56,57,106853
2026-09,west,TRN,2026,TRN-CO,3.5 가솔린,AWD,스틸 그레이,47,48,89981
2026-09,west,TRN,2026,TRN-CO,3.5 가솔린,AWD,실버,38,39,73110
2026-09,west,TRN,2026,TRN-CO,3.5 가솔린,AWD,오션 블루,29,30,56238
2026-09,west,TRN,2026,TRN-CO,3.5 가솔린,AWD,선셋 레드,23,24,44991
2026-09,west,TRN,2026,TRN-CO,3.5 가솔린,AWD,포레스트 그린,15,15,28119
2026-09,west,TRN,2026,TRN-CO,3.5 가솔린,AWD,샌드 베이지,15,15,28119
2026-09,west,TRN,2026,TRN-CO,3.5 가솔린,FWD,스노우 화이트,23,24,44991
2026-09,west,TRN,2026,TRN-CO,3.5 가솔린,FWD,미드나잇 블랙,19,19,35618
2026-09,west,TRN,2026,TRN-CO,3.5 가솔린,FWD,스틸 그레이,16,16,29994
2026-09,west,TRN,2026,TRN-CO,3.5 가솔린,FWD,실버,13,13,24370
2026-09,west,TRN,2026,TRN-CO,3.5 가솔린,FWD,오션 블루,10,10,18746
2026-09,west,TRN,2026,TRN-CO,3.5 가솔린,FWD,선셋 레드,8,8,14997
2026-09,west,TRN,2026,TRN-CO,3.5 가솔린,FWD,포레스트 그린,5,5,9373
2026-09,west,TRN,2026,TRN-CO,3.5 가솔린,FWD,샌드 베이지,5,5,9373
2026-09,west,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,스노우 화이트,86,88,164965
2026-09,west,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,미드나잇 블랙,68,69,130598
2026-09,west,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,스틸 그레이,57,58,109977
2026-09,west,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,실버,47,48,89356
2026-09,west,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,오션 블루,36,37,68736
2026-09,west,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,선셋 레드,29,29,54988
2026-09,west,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,포레스트 그린,18,18,34368
2026-09,west,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,샌드 베이지,18,18,34368
2026-09,west,TRN,2026,TRN-CO,2.5T 하이브리드,FWD,스노우 화이트,29,29,54988
2026-09,west,TRN,2026,TRN-CO,2.5T 하이브리드,FWD,미드나잇 블랙,23,23,43533
2026-09,west,TRN,2026,TRN-CO,2.5T 하이브리드,FWD,스틸 그레이,19,19,36659
2026-09,west,TRN,2026,TRN-CO,2.5T 하이브리드,FWD,실버,16,16,29785
2026-09,west,TRN,2026,TRN-CO,2.5T 하이브리드,FWD,오션 블루,12,12,22912
2026-09,west,TRN,2026,TRN-CO,2.5T 하이브리드,FWD,선셋 레드,10,10,18329
2026-09,west,TRN,2026,TRN-CO,2.5T 하이브리드,FWD,포레스트 그린,6,6,11456
2026-09,west,TRN,2026,TRN-CO,2.5T 하이브리드,FWD,샌드 베이지,6,6,11456
2026-09,west,TRN,2026,TRN-PR,3.5 가솔린,AWD,스노우 화이트,81,83,187016
2026-09,west,TRN,2026,TRN-PR,3.5 가솔린,AWD,미드나잇 블랙,64,66,148054
2026-09,west,TRN,2026,TRN-PR,3.5 가솔린,AWD,스틸 그레이,54,55,124677
2026-09,west,TRN,2026,TRN-PR,3.5 가솔린,AWD,실버,44,45,101300
2026-09,west,TRN,2026,TRN-PR,3.5 가솔린,AWD,오션 블루,34,35,77923
2026-09,west,TRN,2026,TRN-PR,3.5 가솔린,AWD,선셋 레드,27,28,62339
2026-09,west,TRN,2026,TRN-PR,3.5 가솔린,AWD,포레스트 그린,17,17,38962
2026-09,west,TRN,2026,TRN-PR,3.5 가솔린,AWD,샌드 베이지,17,17,38962
2026-09,west,TRN,2026,TRN-PR,3.5 가솔린,FWD,스노우 화이트,27,28,62339
2026-09,west,TRN,2026,TRN-PR,3.5 가솔린,FWD,미드나잇 블랙,21,22,49351
2026-09,west,TRN,2026,TRN-PR,3.5 가솔린,FWD,스틸 그레이,18,18,41559
2026-09,west,TRN,2026,TRN-PR,3.5 가솔린,FWD,실버,15,15,33767
2026-09,west,TRN,2026,TRN-PR,3.5 가솔린,FWD,오션 블루,11,12,25974
2026-09,west,TRN,2026,TRN-PR,3.5 가솔린,FWD,선셋 레드,9,9,20780
2026-09,west,TRN,2026,TRN-PR,3.5 가솔린,FWD,포레스트 그린,6,6,12987
2026-09,west,TRN,2026,TRN-PR,3.5 가솔린,FWD,샌드 베이지,6,6,12987
2026-09,west,TRN,2026,TRN-PR,2.5T 하이브리드,AWD,스노우 화이트,100,102,228575
2026-09,west,TRN,2026,TRN-PR,2.5T 하이브리드,AWD,미드나잇 블랙,79,80,180955
2026-09,west,TRN,2026,TRN-PR,2.5T 하이브리드,AWD,스틸 그레이,66,68,152383
2026-09,west,TRN,2026,TRN-PR,2.5T 하이브리드,AWD,실버,54,55,123811
2026-09,west,TRN,2026,TRN-PR,2.5T 하이브리드,AWD,오션 블루,41,42,95240
2026-09,west,TRN,2026,TRN-PR,2.5T 하이브리드,AWD,선셋 레드,33,34,76192
2026-09,west,TRN,2026,TRN-PR,2.5T 하이브리드,AWD,포레스트 그린,21,21,47620
2026-09,west,TRN,2026,TRN-PR,2.5T 하이브리드,AWD,샌드 베이지,21,21,47620
2026-09,west,TRN,2026,TRN-PR,2.5T 하이브리드,FWD,스노우 화이트,33,34,76192
2026-09,west,TRN,2026,TRN-PR,2.5T 하이브리드,FWD,미드나잇 블랙,26,27,60318
