ym,zone_id,model_id,model_year,trim_id,engine,drivetrain,color,bp_retail_qty,bp_wholesale_qty,bp_op_profit_usd
2025-12,west,TRN,2025,TRN-CO,3.5 가솔린,AWD,스노우 화이트,8,8,15034
2025-12,west,TRN,2025,TRN-CO,3.5 가솔린,AWD,미드나잇 블랙,6,6,11902
2025-12,west,TRN,2025,TRN-CO,3.5 가솔린,AWD,스틸 그레이,5,5,10023
2025-12,west,TRN,2025,TRN-CO,3.5 가솔린,AWD,실버,4,4,8143
2025-12,west,TRN,2025,TRN-CO,3.5 가솔린,AWD,오션 블루,3,3,6264
2025-12,west,TRN,2025,TRN-CO,3.5 가솔린,AWD,선셋 레드,3,3,5011
2025-12,west,TRN,2025,TRN-CO,3.5 가솔린,AWD,포레스트 그린,2,2,3132
2025-12,west,TRN,2025,TRN-CO,3.5 가솔린,AWD,샌드 베이지,2,2,3132
2025-12,west,TRN,2025,TRN-CO,3.5 가솔린,FWD,스노우 화이트,3,3,5011
2025-12,west,TRN,2025,TRN-CO,3.5 가솔린,FWD,미드나잇 블랙,2,2,3967
2025-12,west,TRN,2025,TRN-CO,3.5 가솔린,FWD,스틸 그레이,2,2,3341
2025-12,west,TRN,2025,TRN-CO,3.5 가솔린,FWD,실버,1,1,2714
2025-12,west,TRN,2025,TRN-CO,3.5 가솔린,FWD,오션 블루,1,1,2088
2025-12,west,TRN,2025,TRN-CO,3.5 가솔린,FWD,선셋 레드,1,1,1670
2025-12,west,TRN,2025,TRN-CO,3.5 가솔린,FWD,포레스트 그린,1,1,1044
2025-12,west,TRN,2025,TRN-CO,3.5 가솔린,FWD,샌드 베이지,1,1,1044
2025-12,west,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,스노우 화이트,7,7,14102
2025-12,west,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,미드나잇 블랙,6,6,11164
2025-12,west,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,스틸 그레이,5,5,9401
2025-12,west,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,실버,4,4,7638
2025-12,west,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,오션 블루,3,3,5876
2025-12,west,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,선셋 레드,2,2,4701
2025-12,west,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,포레스트 그린,2,2,2938
2025-12,west,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,샌드 베이지,2,2,2938
2025-12,west,TRN,2025,TRN-CO,2.5T 하이브리드,FWD,스노우 화이트,2,2,4701
2025-12,west,TRN,2025,TRN-CO,2.5T 하이브리드,FWD,미드나잇 블랙,2,2,3721
2025-12,west,TRN,2025,TRN-CO,2.5T 하이브리드,FWD,스틸 그레이,2,2,3134
2025-12,west,TRN,2025,TRN-CO,2.5T 하이브리드,FWD,실버,1,1,2546
2025-12,west,TRN,2025,TRN-CO,2.5T 하이브리드,FWD,오션 블루,1,1,1959
2025-12,west,TRN,2025,TRN-CO,2.5T 하이브리드,FWD,선셋 레드,1,1,1567
2025-12,west,TRN,2025,TRN-CO,2.5T 하이브리드,FWD,포레스트 그린,1,1,979
2025-12,west,TRN,2025,TRN-CO,2.5T 하이브리드,FWD,샌드 베이지,1,1,979
2025-12,west,TRN,2025,TRN-PR,3.5 가솔린,AWD,스노우 화이트,9,9,20802
2025-12,west,TRN,2025,TRN-PR,3.5 가솔린,AWD,미드나잇 블랙,7,7,16468
2025-12,west,TRN,2025,TRN-PR,3.5 가솔린,AWD,스틸 그레이,6,6,13868
2025-12,west,TRN,2025,TRN-PR,3.5 가솔린,AWD,실버,5,5,11268
2025-12,west,TRN,2025,TRN-PR,3.5 가솔린,AWD,오션 블루,4,4,8667
