ym,building,floor,zone_id,zone_name,zone_type,area_m2,temp_set_c,kwh_peak,kwh_off,kwh_peak_hvac,cost_usd
2026-07,동관,1,E1-LOB,로비·안내,공용,900,23.0,11913,8627,7310,4447
2026-07,동관,1,E1-CAF,카페테리아,공용,700,23.0,9457,6848,5862,3530
2026-07,동관,1,E1-OFA,사무 A,사무,1400,22.0,20465,14819,14035,7639
2026-07,동관,1,E1-MTG,회의실 존,회의,600,22.5,8382,6070,5788,3129
2026-07,동관,1,E1-SRV,서버실,항온,400,20.0,15069,10912,0,5625
2026-07,동관,2,E2-OFA,사무 A,사무,1500,22.0,22450,16257,15744,8380
2026-07,동관,2,E2-OFB,사무 B,사무,1300,22.0,19978,14467,14037,7457
2026-07,동관,2,E2-MTG,회의실 존,회의,500,22.5,6871,4975,4761,2565
2026-07,동관,2,E2-COM,공용,공용,300,23.0,4006,2901,2448,1496
2026-07,동관,3,E3-OFA,사무 A,사무,1500,22.0,21969,15908,15095,8200
2026-07,동관,3,E3-OFB,사무 B,사무,1200,22.0,17773,12870,12266,6634
2026-07,동관,3,E3-EXE,임원실,사무,600,22.0,9025,6535,6194,3369
2026-07,동관,3,E3-COM,공용,공용,300,23.0,3792,2746,2245,1415
2026-07,서관,1,W1-TRN,교육장,회의,1100,22.5,14521,10515,9944,5420
2026-07,서관,1,W1-SHW,전시·딜러 라운지,공용,900,23.0,12080,8748,7375,4509
2026-07,서관,1,W1-OFA,사무 A,사무,1000,22.0,14872,10769,10266,5551
2026-07,서관,1,W1-COM,공용,공용,400,23.0,5415,3921,3363,2021
2026-07,서관,2,W2-OFA,사무 A,사무,1400,22.0,20910,15142,14493,7805
2026-07,서관,2,W2-OFB,사무 B,사무,1200,22.0,17481,12659,11982,6525
2026-07,서관,2,W2-MTG,회의실 존,회의,500,22.5,6610,4787,4516,2468
2026-07,서관,2,W2-COM,공용,공용,300,23.0,3904,2827,2359,1457
2026-07,서관,3,W3-CC,콜센터,사무,1300,22.0,19717,14278,13536,7360
2026-07,서관,3,W3-OFA,사무 A,사무,1100,22.0,16393,11870,11186,6119
2026-07,서관,3,W3-COM,공용,공용,400,23.0,5142,3724,3201,1919
