ym,building,floor,zone_id,zone_name,zone_type,area_m2,temp_set_c,kwh_peak,kwh_off,kwh_peak_hvac,cost_usd
2025-02,동관,1,E1-LOB,로비·안내,공용,900,24.0,6842,4954,2279,2554
2025-02,동관,1,E1-CAF,카페테리아,공용,700,24.0,5415,3921,1776,2021
2025-02,동관,1,E1-OFA,사무 A,사무,1400,23.0,10986,7955,4481,4101
2025-02,동관,1,E1-MTG,회의실 존,회의,600,23.5,4319,3127,1743,1612
2025-02,동관,1,E1-SRV,서버실,항온,400,20.0,13643,9880,0,5093
2025-02,동관,2,E2-OFA,사무 A,사무,1500,23.0,11350,8219,4416,4237
2025-02,동관,2,E2-OFB,사무 B,사무,1300,23.0,10300,7458,4301,3845
2025-02,동관,2,E2-MTG,회의실 존,회의,500,23.5,3438,2489,1349,1283
2025-02,동관,2,E2-COM,공용,공용,300,24.0,2360,1709,761,881
2025-02,동관,3,E3-OFA,사무 A,사무,1500,23.0,11521,8343,4613,4301
2025-02,동관,3,E3-OFB,사무 B,사무,1200,23.0,9448,6842,3834,3527
2025-02,동관,3,E3-EXE,임원실,사무,600,23.0,4641,3361,1846,1732
2025-02,동관,3,E3-COM,공용,공용,300,24.0,2240,1622,746,836
2025-02,서관,1,W1-TRN,교육장,회의,1100,23.5,7704,5578,3183,2876
2025-02,서관,1,W1-SHW,전시·딜러 라운지,공용,900,24.0,7012,5078,2401,2618
2025-02,서관,1,W1-OFA,사무 A,사무,1000,23.0,7729,5597,3058,2885
2025-02,서관,1,W1-COM,공용,공용,400,24.0,3107,2250,1059,1160
2025-02,서관,2,W2-OFA,사무 A,사무,1400,23.0,11043,7996,4393,4122
2025-02,서관,2,W2-OFB,사무 B,사무,1200,23.0,9375,6789,3940,3499
2025-02,서관,2,W2-MTG,회의실 존,회의,500,23.5,3559,2577,1462,1328
2025-02,서관,2,W2-COM,공용,공용,300,24.0,2216,1605,665,827
2025-02,서관,3,W3-CC,콜센터,사무,1300,23.0,10394,7527,4236,3880
2025-02,서관,3,W3-OFA,사무 A,사무,1100,23.0,8484,6143,3487,3167
2025-02,서관,3,W3-COM,공용,공용,400,24.0,3118,2258,1075,1164
