ym,building,floor,zone_id,zone_name,zone_type,area_m2,temp_set_c,kwh_peak,kwh_off,kwh_peak_hvac,cost_usd
2026-01,동관,1,E1-LOB,로비·안내,공용,900,24.0,7189,5206,2542,2684
2026-01,동관,1,E1-CAF,카페테리아,공용,700,24.0,5488,3974,1950,2049
2026-01,동관,1,E1-OFA,사무 A,사무,1400,23.0,11525,8346,5110,4302
2026-01,동관,1,E1-MTG,회의실 존,회의,600,23.5,4328,3134,1763,1615
2026-01,동관,1,E1-SRV,서버실,항온,400,20.0,13444,9735,0,5018
2026-01,동관,2,E2-OFA,사무 A,사무,1500,23.0,12350,8943,5394,4610
2026-01,동관,2,E2-OFB,사무 B,사무,1300,23.0,10598,7674,4553,3956
2026-01,동관,2,E2-MTG,회의실 존,회의,500,23.5,3544,2566,1512,1323
2026-01,동관,2,E2-COM,공용,공용,300,24.0,2288,1657,777,854
2026-01,동관,3,E3-OFA,사무 A,사무,1500,23.0,11868,8594,5061,4430
2026-01,동관,3,E3-OFB,사무 B,사무,1200,23.0,9628,6972,3980,3594
2026-01,동관,3,E3-EXE,임원실,사무,600,23.0,4973,3601,2168,1856
2026-01,동관,3,E3-COM,공용,공용,300,24.0,2384,1726,818,890
2026-01,서관,1,W1-TRN,교육장,회의,1100,23.5,8203,5940,3514,3062
2026-01,서관,1,W1-SHW,전시·딜러 라운지,공용,900,24.0,7075,5123,2502,2641
2026-01,서관,1,W1-OFA,사무 A,사무,1000,23.0,8452,6120,3794,3155
2026-01,서관,1,W1-COM,공용,공용,400,24.0,3163,2291,1074,1181
2026-01,서관,2,W2-OFA,사무 A,사무,1400,23.0,11553,8366,5028,4313
2026-01,서관,2,W2-OFB,사무 B,사무,1200,23.0,9612,6960,4072,3588
2026-01,서관,2,W2-MTG,회의실 존,회의,500,23.5,3654,2646,1649,1364
2026-01,서관,2,W2-COM,공용,공용,300,24.0,2337,1693,798,873
2026-01,서관,3,W3-CC,콜센터,사무,1300,23.0,10288,7450,4360,3840
2026-01,서관,3,W3-OFA,사무 A,사무,1100,23.0,8747,6334,3842,3265
2026-01,서관,3,W3-COM,공용,공용,400,24.0,3189,2309,1126,1190
