ym,building,floor,zone_id,zone_name,zone_type,area_m2,temp_set_c,kwh_peak,kwh_off,kwh_peak_hvac,cost_usd
2025-01,동관,1,E1-LOB,로비·안내,공용,900,24.0,7276,5269,2543,2716
2025-01,동관,1,E1-CAF,카페테리아,공용,700,24.0,5578,4039,1953,2082
2025-01,동관,1,E1-OFA,사무 A,사무,1400,23.0,11389,8247,5002,4251
2025-01,동관,1,E1-MTG,회의실 존,회의,600,23.5,4527,3278,1910,1690
2025-01,동관,1,E1-SRV,서버실,항온,400,20.0,13417,9716,0,5008
2025-01,동관,2,E2-OFA,사무 A,사무,1500,23.0,12583,9112,5381,4697
2025-01,동관,2,E2-OFB,사무 B,사무,1300,23.0,10934,7918,4758,4081
2025-01,동관,2,E2-MTG,회의실 존,회의,500,23.5,3768,2729,1632,1407
2025-01,동관,2,E2-COM,공용,공용,300,24.0,2378,1722,848,888
2025-01,동관,3,E3-OFA,사무 A,사무,1500,23.0,12173,8815,5070,4544
2025-01,동관,3,E3-OFB,사무 B,사무,1200,23.0,9949,7204,4424,3714
2025-01,동관,3,E3-EXE,임원실,사무,600,23.0,4973,3601,2104,1856
2025-01,동관,3,E3-COM,공용,공용,300,24.0,2432,1761,874,908
2025-01,서관,1,W1-TRN,교육장,회의,1100,23.5,8069,5843,3466,3012
2025-01,서관,1,W1-SHW,전시·딜러 라운지,공용,900,24.0,7173,5194,2527,2677
2025-01,서관,1,W1-OFA,사무 A,사무,1000,23.0,7990,5786,3365,2983
2025-01,서관,1,W1-COM,공용,공용,400,24.0,3102,2246,1112,1158
2025-01,서관,2,W2-OFA,사무 A,사무,1400,23.0,11877,8600,5285,4433
2025-01,서관,2,W2-OFB,사무 B,사무,1200,23.0,10129,7335,4370,3781
2025-01,서관,2,W2-MTG,회의실 존,회의,500,23.5,3670,2658,1627,1370
2025-01,서관,2,W2-COM,공용,공용,300,24.0,2296,1663,804,857
2025-01,서관,3,W3-CC,콜센터,사무,1300,23.0,10521,7619,4620,3927
2025-01,서관,3,W3-OFA,사무 A,사무,1100,23.0,9035,6542,3863,3372
2025-01,서관,3,W3-COM,공용,공용,400,24.0,3083,2232,1109,1151
