ym,building,floor,zone_id,zone_name,zone_type,area_m2,temp_set_c,kwh_peak,kwh_off,kwh_peak_hvac,cost_usd
2026-06,동관,1,E1-LOB,로비·안내,공용,900,23.0,11020,7980,6499,4114
2026-06,동관,1,E1-CAF,카페테리아,공용,700,23.0,8477,6138,4859,3164
2026-06,동관,1,E1-OFA,사무 A,사무,1400,22.0,18975,13740,12349,7083
2026-06,동관,1,E1-MTG,회의실 존,회의,600,22.5,7043,5100,4557,2629
2026-06,동관,1,E1-SRV,서버실,항온,400,20.0,14801,10718,0,5525
2026-06,동관,2,E2-OFA,사무 A,사무,1500,22.0,19771,14317,12791,7380
2026-06,동관,2,E2-OFB,사무 B,사무,1300,22.0,17822,12905,11810,6652
2026-06,동관,2,E2-MTG,회의실 존,회의,500,22.5,5813,4210,3790,2170
2026-06,동관,2,E2-COM,공용,공용,300,23.0,3738,2707,2225,1395
2026-06,동관,3,E3-OFA,사무 A,사무,1500,22.0,18732,13564,11595,6992
2026-06,동관,3,E3-OFB,사무 B,사무,1200,22.0,16381,11862,10883,6115
2026-06,동관,3,E3-EXE,임원실,사무,600,22.0,7841,5678,5078,2927
2026-06,동관,3,E3-COM,공용,공용,300,23.0,3530,2556,2016,1318
2026-06,서관,1,W1-TRN,교육장,회의,1100,22.5,13416,9715,8926,5008
2026-06,서관,1,W1-SHW,전시·딜러 라운지,공용,900,23.0,10999,7965,6382,4106
2026-06,서관,1,W1-OFA,사무 A,사무,1000,22.0,13574,9829,8860,5067
2026-06,서관,1,W1-COM,공용,공용,400,23.0,4697,3402,2756,1753
2026-06,서관,2,W2-OFA,사무 A,사무,1400,22.0,18388,13315,12006,6864
2026-06,서관,2,W2-OFB,사무 B,사무,1200,22.0,15689,11361,9897,5856
2026-06,서관,2,W2-MTG,회의실 존,회의,500,22.5,5682,4114,3586,2121
2026-06,서관,2,W2-COM,공용,공용,300,23.0,3693,2674,2124,1378
2026-06,서관,3,W3-CC,콜센터,사무,1300,22.0,16714,12103,10620,6239
2026-06,서관,3,W3-OFA,사무 A,사무,1100,22.0,14835,10743,9667,5538
2026-06,서관,3,W3-COM,공용,공용,400,23.0,4873,3529,2826,1819
