ym,building,floor,zone_id,zone_name,zone_type,area_m2,temp_set_c,kwh_peak,kwh_off,kwh_peak_hvac,cost_usd
2026-04,동관,1,E1-LOB,로비·안내,공용,900,24.0,8278,5995,3714,3090
2026-04,동관,1,E1-CAF,카페테리아,공용,700,24.0,6514,4717,2924,2432
2026-04,동관,1,E1-OFA,사무 A,사무,1400,23.0,13859,10035,7239,5173
2026-04,동관,1,E1-MTG,회의실 존,회의,600,23.5,5343,3869,2826,1994
2026-04,동관,1,E1-SRV,서버실,항온,400,20.0,14290,10348,0,5334
2026-04,동관,2,E2-OFA,사무 A,사무,1500,23.0,14614,10583,7663,5455
2026-04,동관,2,E2-OFB,사무 B,사무,1300,23.0,12033,8713,6237,4492
2026-04,동관,2,E2-MTG,회의실 존,회의,500,23.5,4324,3131,2327,1614
2026-04,동관,2,E2-COM,공용,공용,300,24.0,2666,1930,1124,995
2026-04,동관,3,E3-OFA,사무 A,사무,1500,23.0,14773,10697,7925,5514
2026-04,동관,3,E3-OFB,사무 B,사무,1200,23.0,11807,8550,6017,4407
2026-04,동관,3,E3-EXE,임원실,사무,600,23.0,5764,4174,2921,2152
2026-04,동관,3,E3-COM,공용,공용,300,24.0,2719,1969,1170,1015
2026-04,서관,1,W1-TRN,교육장,회의,1100,23.5,9923,7186,5283,3704
2026-04,서관,1,W1-SHW,전시·딜러 라운지,공용,900,24.0,8162,5911,3604,3047
2026-04,서관,1,W1-OFA,사무 A,사무,1000,23.0,9168,6639,4730,3422
2026-04,서관,1,W1-COM,공용,공용,400,24.0,3557,2576,1602,1328
2026-04,서관,2,W2-OFA,사무 A,사무,1400,23.0,13349,9667,6923,4983
2026-04,서관,2,W2-OFB,사무 B,사무,1200,23.0,12134,8787,6485,4529
2026-04,서관,2,W2-MTG,회의실 존,회의,500,23.5,4341,3144,2168,1621
2026-04,서관,2,W2-COM,공용,공용,300,24.0,2729,1976,1225,1019
2026-04,서관,3,W3-CC,콜센터,사무,1300,23.0,12954,9380,6726,4835
2026-04,서관,3,W3-OFA,사무 A,사무,1100,23.0,10553,7642,5597,3939
2026-04,서관,3,W3-COM,공용,공용,400,24.0,3628,2627,1590,1354
