ym,building,floor,zone_id,zone_name,zone_type,area_m2,temp_set_c,kwh_peak,kwh_off,kwh_peak_hvac,cost_usd
2024-02,동관,1,E1-LOB,로비·안내,공용,900,24.0,7149,5177,2434,2669
2024-02,동관,1,E1-CAF,카페테리아,공용,700,24.0,5411,3918,1801,2020
2024-02,동관,1,E1-OFA,사무 A,사무,1400,23.0,11274,8164,4564,4208
2024-02,동관,1,E1-MTG,회의실 존,회의,600,23.5,4188,3033,1738,1563
2024-02,동관,1,E1-SRV,서버실,항온,400,20.0,13813,10002,0,5156
2024-02,동관,2,E2-OFA,사무 A,사무,1500,23.0,11790,8538,4559,4401
2024-02,동관,2,E2-OFB,사무 B,사무,1300,23.0,10090,7306,3851,3766
2024-02,동관,2,E2-MTG,회의실 존,회의,500,23.5,3507,2539,1454,1309
2024-02,동관,2,E2-COM,공용,공용,300,24.0,2300,1666,772,859
2024-02,동관,3,E3-OFA,사무 A,사무,1500,23.0,11893,8612,4895,4439
2024-02,동관,3,E3-OFB,사무 B,사무,1200,23.0,9487,6870,3819,3541
2024-02,동관,3,E3-EXE,임원실,사무,600,23.0,4850,3512,2079,1810
2024-02,동관,3,E3-COM,공용,공용,300,24.0,2338,1693,779,873
2024-02,서관,1,W1-TRN,교육장,회의,1100,23.5,7823,5665,3186,2920
2024-02,서관,1,W1-SHW,전시·딜러 라운지,공용,900,24.0,7008,5075,2368,2616
2024-02,서관,1,W1-OFA,사무 A,사무,1000,23.0,7702,5577,3247,2875
2024-02,서관,1,W1-COM,공용,공용,400,24.0,3110,2252,1057,1161
2024-02,서관,2,W2-OFA,사무 A,사무,1400,23.0,10868,7870,4491,4057
2024-02,서관,2,W2-OFB,사무 B,사무,1200,23.0,9308,6741,3856,3475
2024-02,서관,2,W2-MTG,회의실 존,회의,500,23.5,3541,2564,1443,1322
2024-02,서관,2,W2-COM,공용,공용,300,24.0,2141,1550,701,799
2024-02,서관,3,W3-CC,콜센터,사무,1300,23.0,10276,7442,4059,3836
2024-02,서관,3,W3-OFA,사무 A,사무,1100,23.0,8486,6145,3309,3168
2024-02,서관,3,W3-COM,공용,공용,400,24.0,3084,2233,1002,1151
