ym,building,floor,zone_id,zone_name,zone_type,area_m2,temp_set_c,kwh_peak,kwh_off,kwh_peak_hvac,cost_usd
2024-11,동관,1,E1-LOB,로비·안내,공용,900,24.0,7634,5528,3098,2850
2024-11,동관,1,E1-CAF,카페테리아,공용,700,24.0,6257,4531,2749,2336
2024-11,동관,1,E1-OFA,사무 A,사무,1400,23.0,12420,8994,6095,4636
2024-11,동관,1,E1-MTG,회의실 존,회의,600,23.5,4989,3612,2499,1862
2024-11,동관,1,E1-SRV,서버실,항온,400,20.0,14208,10288,0,5303
2024-11,동관,2,E2-OFA,사무 A,사무,1500,23.0,13731,9943,6886,5126
2024-11,동관,2,E2-OFB,사무 B,사무,1300,23.0,11651,8437,5749,4349
2024-11,동관,2,E2-MTG,회의실 존,회의,500,23.5,4106,2973,2033,1532
2024-11,동관,2,E2-COM,공용,공용,300,24.0,2618,1896,1094,977
2024-11,동관,3,E3-OFA,사무 A,사무,1500,23.0,13627,9868,6570,5086
2024-11,동관,3,E3-OFB,사무 B,사무,1200,23.0,10718,7761,5329,4001
2024-11,동관,3,E3-EXE,임원실,사무,600,23.0,5270,3816,2443,1967
2024-11,동관,3,E3-COM,공용,공용,300,24.0,2633,1907,1125,983
2024-11,서관,1,W1-TRN,교육장,회의,1100,23.5,8983,6505,4344,3353
2024-11,서관,1,W1-SHW,전시·딜러 라운지,공용,900,24.0,7683,5564,3045,2868
2024-11,서관,1,W1-OFA,사무 A,사무,1000,23.0,9069,6567,4468,3385
2024-11,서관,1,W1-COM,공용,공용,400,24.0,3499,2534,1428,1306
2024-11,서관,2,W2-OFA,사무 A,사무,1400,23.0,12771,9248,6100,4767
2024-11,서관,2,W2-OFB,사무 B,사무,1200,23.0,10724,7765,5186,4003
2024-11,서관,2,W2-MTG,회의실 존,회의,500,23.5,3950,2861,1900,1475
2024-11,서관,2,W2-COM,공용,공용,300,24.0,2577,1866,1056,962
2024-11,서관,3,W3-CC,콜센터,사무,1300,23.0,12163,8807,6248,4540
2024-11,서관,3,W3-OFA,사무 A,사무,1100,23.0,9972,7221,4838,3722
2024-11,서관,3,W3-COM,공용,공용,400,24.0,3502,2536,1461,1307
