ym,building,floor,zone_id,zone_name,zone_type,area_m2,temp_set_c,kwh_peak,kwh_off,kwh_peak_hvac,cost_usd
2024-12,동관,1,E1-LOB,로비·안내,공용,900,24.0,7534,5455,2842,2812
2024-12,동관,1,E1-CAF,카페테리아,공용,700,24.0,5693,4123,2231,2125
2024-12,동관,1,E1-OFA,사무 A,사무,1400,23.0,11937,8644,5475,4456
2024-12,동관,1,E1-MTG,회의실 존,회의,600,23.5,4629,3352,2072,1728
2024-12,동관,1,E1-SRV,서버실,항온,400,20.0,13978,10122,0,5218
2024-12,동관,2,E2-OFA,사무 A,사무,1500,23.0,12670,9175,5913,4729
2024-12,동관,2,E2-OFB,사무 B,사무,1300,23.0,10626,7695,4598,3966
2024-12,동관,2,E2-MTG,회의실 존,회의,500,23.5,3720,2694,1684,1388
2024-12,동관,2,E2-COM,공용,공용,300,24.0,2449,1773,911,914
2024-12,동관,3,E3-OFA,사무 A,사무,1500,23.0,12686,9187,5790,4736
2024-12,동관,3,E3-OFB,사무 B,사무,1200,23.0,9995,7238,4514,3731
2024-12,동관,3,E3-EXE,임원실,사무,600,23.0,5047,3655,2274,1884
2024-12,동관,3,E3-COM,공용,공용,300,24.0,2440,1767,911,911
2024-12,서관,1,W1-TRN,교육장,회의,1100,23.5,8301,6011,3740,3098
2024-12,서관,1,W1-SHW,전시·딜러 라운지,공용,900,24.0,7430,5380,2918,2773
2024-12,서관,1,W1-OFA,사무 A,사무,1000,23.0,8190,5931,3523,3057
2024-12,서관,1,W1-COM,공용,공용,400,24.0,3153,2283,1162,1177
2024-12,서관,2,W2-OFA,사무 A,사무,1400,23.0,12150,8798,5612,4535
2024-12,서관,2,W2-OFB,사무 B,사무,1200,23.0,9906,7173,4502,3698
2024-12,서관,2,W2-MTG,회의실 존,회의,500,23.5,3901,2825,1741,1456
2024-12,서관,2,W2-COM,공용,공용,300,24.0,2414,1748,868,901
2024-12,서관,3,W3-CC,콜센터,사무,1300,23.0,10760,7792,5122,4017
2024-12,서관,3,W3-OFA,사무 A,사무,1100,23.0,9270,6713,4180,3460
2024-12,서관,3,W3-COM,공용,공용,400,24.0,3227,2337,1255,1205
