ym,building,floor,zone_id,zone_name,zone_type,area_m2,temp_set_c,kwh_peak,kwh_off,kwh_peak_hvac,cost_usd
2025-05,동관,1,E1-LOB,로비·안내,공용,900,23.0,9492,6873,4997,3543
2025-05,동관,1,E1-CAF,카페테리아,공용,700,23.0,6929,5018,3416,2587
2025-05,동관,1,E1-OFA,사무 A,사무,1400,22.0,15961,11558,9717,5958
2025-05,동관,1,E1-MTG,회의실 존,회의,600,22.5,6053,4383,3502,2259
2025-05,동관,1,E1-SRV,서버실,항온,400,20.0,14659,10615,0,5472
2025-05,동관,2,E2-OFA,사무 A,사무,1500,22.0,16815,12176,9525,6277
2025-05,동관,2,E2-OFB,사무 B,사무,1300,22.0,14768,10694,8773,5513
2025-05,동관,2,E2-MTG,회의실 존,회의,500,22.5,5095,3689,3008,1902
2025-05,동관,2,E2-COM,공용,공용,300,23.0,3114,2255,1579,1162
2025-05,동관,3,E3-OFA,사무 A,사무,1500,22.0,17146,12416,10211,6400
2025-05,동관,3,E3-OFB,사무 B,사무,1200,22.0,13908,10071,8259,5191
2025-05,동관,3,E3-EXE,임원실,사무,600,22.0,6751,4889,3891,2520
2025-05,동관,3,E3-COM,공용,공용,300,23.0,3121,2260,1595,1165
2025-05,서관,1,W1-TRN,교육장,회의,1100,22.5,11259,8153,6644,4203
2025-05,서관,1,W1-SHW,전시·딜러 라운지,공용,900,23.0,9548,6914,4993,3564
2025-05,서관,1,W1-OFA,사무 A,사무,1000,22.0,12024,8707,7264,4488
2025-05,서관,1,W1-COM,공용,공용,400,23.0,4114,2979,2103,1536
2025-05,서관,2,W2-OFA,사무 A,사무,1400,22.0,16150,11695,9627,6028
2025-05,서관,2,W2-OFB,사무 B,사무,1200,22.0,13521,9791,8049,5047
2025-05,서관,2,W2-MTG,회의실 존,회의,500,22.5,5161,3738,3012,1927
2025-05,서관,2,W2-COM,공용,공용,300,23.0,3167,2293,1608,1182
2025-05,서관,3,W3-CC,콜센터,사무,1300,22.0,14932,10813,8872,5574
2025-05,서관,3,W3-OFA,사무 A,사무,1100,22.0,12869,9319,7779,4804
2025-05,서관,3,W3-COM,공용,공용,400,23.0,4170,3020,2073,1557
