ym,building,floor,zone_id,zone_name,zone_type,area_m2,temp_set_c,kwh_peak,kwh_off,kwh_peak_hvac,cost_usd
2024-01,동관,1,E1-LOB,로비·안내,공용,900,24.0,7215,5224,2525,2693
2024-01,동관,1,E1-CAF,카페테리아,공용,700,24.0,5563,4029,1896,2077
2024-01,동관,1,E1-OFA,사무 A,사무,1400,23.0,11246,8143,4746,4198
2024-01,동관,1,E1-MTG,회의실 존,회의,600,23.5,4431,3208,1990,1654
2024-01,동관,1,E1-SRV,서버실,항온,400,20.0,13647,9882,0,5094
2024-01,동관,2,E2-OFA,사무 A,사무,1500,23.0,12166,8810,4950,4541
2024-01,동관,2,E2-OFB,사무 B,사무,1300,23.0,10506,7607,4451,3921
2024-01,동관,2,E2-MTG,회의실 존,회의,500,23.5,3602,2608,1553,1345
2024-01,동관,2,E2-COM,공용,공용,300,24.0,2323,1682,822,867
2024-01,동관,3,E3-OFA,사무 A,사무,1500,23.0,12449,9015,5527,4647
2024-01,동관,3,E3-OFB,사무 B,사무,1200,23.0,9580,6937,4076,3576
2024-01,동관,3,E3-EXE,임원실,사무,600,23.0,4813,3485,2040,1796
2024-01,동관,3,E3-COM,공용,공용,300,24.0,2474,1791,914,923
2024-01,서관,1,W1-TRN,교육장,회의,1100,23.5,8121,5880,3538,3031
2024-01,서관,1,W1-SHW,전시·딜러 라운지,공용,900,24.0,7061,5113,2461,2636
2024-01,서관,1,W1-OFA,사무 A,사무,1000,23.0,7968,5770,3472,2974
2024-01,서관,1,W1-COM,공용,공용,400,24.0,3203,2320,1104,1196
2024-01,서관,2,W2-OFA,사무 A,사무,1400,23.0,11500,8327,4974,4293
2024-01,서관,2,W2-OFB,사무 B,사무,1200,23.0,9831,7119,4171,3670
2024-01,서관,2,W2-MTG,회의실 존,회의,500,23.5,3479,2520,1417,1299
2024-01,서관,2,W2-COM,공용,공용,300,24.0,2341,1695,807,874
2024-01,서관,3,W3-CC,콜센터,사무,1300,23.0,10488,7595,4579,3915
2024-01,서관,3,W3-OFA,사무 A,사무,1100,23.0,9150,6626,3887,3415
2024-01,서관,3,W3-COM,공용,공용,400,24.0,3193,2312,1158,1192
